Organism Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Escherichia coli  	strain: 55989	585055	ASM2624v1	GCF_000026245.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5154862	5154862	2008-12-18	5025	PRJNA33413	SAMEA3138229
Escherichia coli  	strain: IAI1	585034	ASM2626v1	GCF_000026265.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4700560	4700560	2008-12-18	4503	PRJNA33373	SAMEA3138230
Escherichia coli  	strain: S88	585035	ASM2628v2	GCF_000026285.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5032268	5166121	2008-12-18	5100	PRJNA33375	SAMEA3138231
Escherichia coli  	strain: IAI39	585057	ASM2634v1	GCF_000026345.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5132068	5132068	2008-12-18	4984	PRJNA33411	SAMEA3138234
Escherichia coli  	strain: E2348/69	574521	ASM2654v1	GCF_000026545.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4965553	5069678	2008-11-26	5101	PRJEA32571	SAMEA1705959
Escherichia coli  	strain: 042	216592	ASM2712v1	GCF_000027125.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5241977	5355323	2010-01-28	5246	PRJEA40647	SAMEA2272277
Escherichia coli  	strain: 11368	573235	ASM9100v1	GCF_000091005.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5697240	5855531	2009-09-10	5991	PRJDA32509	SAMD00060955
Escherichia coli  	strain: ABU 83972	655817	ASM14836v1	GCF_000148365.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5131397	5132961	2010-09-22	4953	PRJNA38725	SAMN02603258
Escherichia coli  	strain: UM146	869729	ASM14860v1	GCF_000148605.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4993013	5107563	2010-09-24	4947	PRJNA50883	SAMN00017915
Escherichia coli  	strain: E110019	340186	ASM16787v2	GCF_000167875.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5249232	5445710	2019-07-30	5432	PRJNA15578	SAMN02435896
Escherichia coli  	strain: NRG 857C	685038	ASM18334v1	GCF_000183345.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4747819	4894879	2010-11-30	4750	PRJNA41221	SAMN02603727
Escherichia coli  	strain: W	566546	ASM18418v1	GCF_000184185.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4900968	5008864	2010-12-14	4890	PRJNA48011	SAMN02602978
Escherichia coli  	strain: ETEC H10407	316401	ASM21047v1	GCF_000210475.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5153435	5325888	2010-10-21	5301	PRJEA42749	SAMEA2272237
Escherichia coli  	strain: UMNK88	696406	ASM21271v2	GCF_000212715.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5186416	5666764	2011-05-09	5752	PRJNA42137	SAMN02604221
Escherichia coli  	strain: PCN033	1001989	ASM21951v3	GCF_000219515.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4987957	5156873	2015-06-08	4988	PRJNA64999	SAMN02469619
Escherichia coli  	strain: CE10	1072459	ASM22762v1	GCF_000227625.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5313531	5378729	2011-10-06	5288	PRJNA63597	SAMN02603406
Escherichia coli  	strain: clone D i2	885276	ASM23387v1	GCF_000233875.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5038386	5038386	2011-11-03	4826	PRJNA52021	SAMN02603902
Escherichia coli  	strain: clone D i14	885275	ASM23389v1	GCF_000233895.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5038386	5038386	2011-11-03	4825	PRJNA52023	SAMN02603903
Escherichia coli  	strain: RM12579	1048689	ASM24551v1	GCF_000245515.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5263980	5448306	2012-02-01	5335	PRJNA68245	SAMN02604278
Escherichia coli  	strain: P12b	910348	ASM25727v1	GCF_000257275.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4935294	4935294	2012-04-02	4902	PRJNA59455	SAMN02603904
Escherichia coli  	strain: KO11FL	595495	ASM25802v1	GCF_000258025.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5021812	5027172	2012-04-06	4895	PRJNA62299	SAMN02604168
Escherichia coli  	strain: W	566546	ASM25814v1	GCF_000258145.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4897452	5005347	2012-04-06	4883	PRJNA62301	SAMN02604169
Escherichia coli  	strain: Xuzhou21	741093	ASM26212v1	GCF_000262125.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5386223	5516736	2012-05-09	5461	PRJNA45823	SAMN02603645
Escherichia coli  	strain: DH1	536056	ASM27010v1	GCF_000270105.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4621430	4621430	2010-12-16	4472	PRJDA52077	SAMD00060976
Escherichia coli  	strain: LF82	591946	ASM28449v1	GCF_000284495.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4773108	4773108	2009-01-27	4621	PRJNA33825	SAMEA3138414
Escherichia coli  	strain: EC958	941322	EC958.v1	GCF_000285655.3	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5109767	5249449	2014-05-29	5164	PRJEA61443	SAMEA2272019
Escherichia coli  	strain: 2009EL-2050	1134782	ASM29925v1	GCF_000299255.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5253138	5438174	2012-09-25	5367	PRJNA81097	SAMN01831189
Escherichia coli  	strain: 2011C-3493	1133852	ASM29945v1	GCF_000299455.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5273097	5437407	2012-09-27	5353	PRJNA81095	SAMN01831188
Escherichia coli  	strain: 2009EL-2071	1133853	ASM29947v1	GCF_000299475.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5312586	5389708	2012-09-27	5324	PRJNA81099	SAMN01831190
Escherichia coli  	strain: APEC O78	1274814	ASM33275v1	GCF_000332755.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4798435	4798435	2013-01-23	4695	PRJNA184588	SAMN02603426
Escherichia coli  	strain: CFSAN002236	1335303	ASM46495v2	GCF_000464955.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4884467	5045919	2017-10-02	4885	PRJNA230969	SAMN02147037
Escherichia coli  	strain: LY180	1335916	ASM46851v1	GCF_000468515.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4835601	4835601	2013-09-18	4677	PRJNA203308	SAMN02604176
Escherichia coli  	strain: JJ1886	1355100	ASM49375v1	GCF_000493755.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5129938	5308284	2013-10-29	5268	PRJNA218163	SAMN02603887
Escherichia coli  	strain: K-12 substr. MC4100	1403831	MYMC4100	GCF_000499485.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4527247	4527247	2013-11-06	4385	PRJEB4621	SAMEA3138816
Escherichia coli  	strain: RM13514	1248902	ASM52003v1	GCF_000520035.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5585613	5737294	2014-01-14	5726	PRJNA178648	SAMN02641383
Escherichia coli  	strain: RM13516	1248915	ASM52005v1	GCF_000520055.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5402276	5559008	2014-01-14	5560	PRJNA178650	SAMN02641384
Escherichia coli  	strain: ST540	562	ASM59784v1	GCF_000597845.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4758629	4758629	2014-03-19	4666	PRJNA238952	SAMN02647163
Escherichia coli  	strain: ST540	562	ASM59962v1	GCF_000599625.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4807977	4807977	2014-03-19	4721	PRJNA238952	SAMN02666434
Escherichia coli  	strain: ST540	562	ASM59964v1	GCF_000599645.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4875682	4875682	2014-03-19	4808	PRJNA238952	SAMN02666695
Escherichia coli  	strain: ST2747	562	ASM59966v1	GCF_000599665.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5054509	5054509	2014-03-19	4802	PRJNA238952	SAMN02666696
Escherichia coli  	strain: ST2747	562	ASM59968v1	GCF_000599685.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4998910	4998910	2014-03-19	4727	PRJNA238952	SAMN02666697
Escherichia coli  	strain: ST2747	562	ASM59970v1	GCF_000599705.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5090442	5090442	2014-03-19	4841	PRJNA238952	SAMN02666698
Escherichia coli  	strain: 98-3133	1446608	ASM61800v3	GCF_000618005.3	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4882073	4882073	2020-04-16	4856	PRJNA218110	SAMN02353067
Escherichia coli  	strain: F8704-2	1446739	ASM61890v3	GCF_000618905.3	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5372589	5603010	2020-04-16	5666	PRJNA218110	SAMN02353134
Escherichia coli  	strain: RM12761	1248903	ASM66239v1	GCF_000662395.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5402281	5559014	2014-05-01	5559	PRJNA178649	SAMN03081526
Escherichia coli  	strain: RM12581	1248823	ASM67129v1	GCF_000671295.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5585611	5737293	2014-05-01	5725	PRJNA178647	SAMN03081527
Escherichia coli  	strain: Nissle 1917	316435	ASM71459v1	GCF_000714595.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5441200	5441200	2014-06-27	5367	PRJNA248167	SAMN02794012
Escherichia coli  	strain: B7A	340184	ASM72526v1	GCF_000725265.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4944397	5230440	2014-07-14	5290	PRJNA205485	SAMN02918008
Escherichia coli  	strain: KLY	1435461	ASM72530v1	GCF_000725305.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4718545	4718545	2014-07-14	4572	PRJNA229104	SAMN02440167
Escherichia coli  	strain: SS17	1328859	ASM73034v1	GCF_000730345.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5523849	5655941	2014-07-17	5683	PRJNA200626	SAMN02872945
Escherichia coli  	strain: EDL933	155864	ASM73296v1	GCF_000732965.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5547323	5639399	2014-07-24	5623	PRJNA253471	SAMN02905113
Escherichia coli  	strain: ATCC 25922	1322345	ASM74325v1	GCF_000743255.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5130767	5203440	2014-08-22	5037	PRJNA244551	SAMN02929659
Escherichia coli  	strain: K-12 substr. BW25113	679895	ASM75055v1	GCF_000750555.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4631469	4631469	2014-09-09	4499	PRJNA257976	SAMN03013572
Escherichia coli  	strain: ECONIH1	562	ASM78492v1	GCF_000784925.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5310511	5559642	2014-11-17	5463	PRJNA242851	SAMN02709589
Escherichia coli  	strain: ER2796	1245474	ASM80021v1	GCF_000800215.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4558663	4558663	2014-12-09	4433	PRJNA263007	SAMN03093203
Escherichia coli  	strain: ER3413	83333	ASM80076v1	GCF_000800765.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4558660	4558660	2014-12-11	4433	PRJNA263793	SAMN03107000
Escherichia coli  	strain: RS218	439184	ASM80084v2	GCF_000800845.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5087638	5201869	2015-02-13	5054	PRJNA228944	SAMN03339595
Escherichia coli  	strain: RM9387	562	ASM80116v1	GCF_000801165.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4827630	4995948	2014-12-15	4877	PRJNA253935	SAMN03264844
Escherichia coli  	strain: 94-3024	562	ASM80118v2	GCF_000801185.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4884464	5045911	2015-06-18	4887	PRJNA253936	SAMN03262652
Escherichia coli  	strain: K-12 substr. MG1655	511145	ASM80120v1	GCF_000801205.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4636831	4636831	2014-12-15	4496	PRJNA237120	SAMN02743420
Escherichia coli  	strain: SS52	1330457	ASM80370v1	GCF_000803705.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5488700	5583430	2014-12-18	5583	PRJNA201344	SAMN03265100
Escherichia coli  	strain: APEC IMT5155	1329907	ASM81316v1	GCF_000813165.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4929051	5126057	2015-01-02	5046	PRJNA200980	SAMN03274236
Escherichia coli  	strain: 6409	562	ASM81414v2	GCF_000814145.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4761012	5106503	2015-02-27	5025	PRJNA270222	SAMN03263950
Escherichia coli  	strain: 789	562	ASM81964v1	GCF_000819645.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5017219	5273074	2015-01-16	5108	PRJNA262513	SAMN03083542
Escherichia coli  	strain: Santai	930406	ASM82710v1	GCF_000827105.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5104557	5104557	2015-01-21	4898	PRJNA240262	SAMN02673556
Escherichia coli  	strain: 1303	745156	ASM82998v1	GCF_000829985.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4948797	5156928	2015-01-29	4971	PRJNA46529	SAMN02949643
Escherichia coli  	strain: C41(DE3)	562	ASM83003v1	GCF_000830035.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4557511	4557511	2015-01-29	4433	PRJNA273434	SAMN03292179
Escherichia coli  	strain: ECC-1470	758831	ASM83156v1	GCF_000831565.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4803751	4903812	2015-02-03	4731	PRJNA257276	SAMN02949644
Escherichia coli  	strain: BL21 (TaKaRa)	562	ASM83314v1	GCF_000833145.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4528118	4528118	2015-02-05	4396	PRJNA272570	SAMN03301757
Escherichia coli  	strain: USML2	562	ASM83363v2	GCF_000833635.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4502758	4502758	2017-03-17	4337	PRJNA273553	SAMN03294311
Escherichia coli  	strain: MNCRE44	562	ASM93156v1	GCF_000931565.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5010884	5292269	2015-02-23	5289	PRJNA272863	SAMN03287565
Escherichia coli  	strain: K-12 substr. RV308	562	EcRV308Chr	GCF_000952955.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4585620	4585620	2014-09-24	4444	PRJEB6354	SAMEA2547783
Escherichia coli  	strain: K-12 substr. HMS174	562	EcHMS174Chr	GCF_000953515.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4584860	4584860	2014-09-24	4443	PRJEB6353	SAMEA2547782
Escherichia coli  	strain: HUSEC2011	562	HUSEC2011CHR1	GCF_000967155.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5277676	5443340	2015-01-07	5357	PRJEA76335	SAMEA3865278
Escherichia coli  	strain: VR50	941323	ASM96851v1	GCF_000968515.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5000386	5196066	2015-04-02	5076	PRJEA61445	SAMN03371467
Escherichia coli  	strain: CI5	562	ASM97161v1	GCF_000971615.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4885378	5092643	2015-04-13	4982	PRJNA277394	SAMN03390066
Escherichia coli  	strain: ER3454	83333	ASM97440v1	GCF_000974405.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4619729	4619729	2015-04-21	4494	PRJNA271807	SAMN03277616
Escherichia coli  	strain: ER3440	83333	ASM97446v1	GCF_000974465.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4604543	4604543	2015-04-21	4485	PRJNA271807	SAMN03277613
Escherichia coli  	strain: ER3476	83333	ASM97450v1	GCF_000974505.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4621164	4621164	2015-04-21	4493	PRJNA271807	SAMN03277619
Escherichia coli  	strain: ER3445	83333	ASM97453v1	GCF_000974535.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4607634	4607634	2015-04-21	4469	PRJNA271807	SAMN03277614
Escherichia coli  	strain: ER3466	83333	ASM97457v1	GCF_000974575.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4660432	4660432	2015-04-21	4528	PRJNA271807	SAMN03277617
Escherichia coli  	strain: ER3446	83333	ASM97482v1	GCF_000974825.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4606859	4606859	2015-04-21	4468	PRJNA271807	SAMN03277615
Escherichia coli  	strain: ER3475	83333	ASM97486v1	GCF_000974865.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4609629	4609629	2015-04-21	4470	PRJNA271807	SAMN03277618
Escherichia coli  	strain: ER3435	83333	ASM97488v1	GCF_000974885.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4682086	4682086	2015-04-21	4540	PRJNA271807	SAMN03277612
Escherichia coli  	strain: 7.1_Anguil	83334	ASM97881v2	GCF_000978815.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5598953	5750490	2021-10-13	5814	PRJNA280853	SAMN03470769
Escherichia coli  	strain: Rafaela_II	83334	ASM97884v2	GCF_000978845.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5544602	5639358	2021-10-12	5646	PRJNA280853	SAMN03470766
Escherichia coli  	strain: K-12 substr. AG100	83333	EcoliK12AG100	GCF_000981485.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4638126	4638126	2015-04-03	4496	PRJEB7832	SAMEA3143339
Escherichia coli  	strain: C227-11	1048254	ASM98676v1	GCF_000986765.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5292862	5446006	2015-04-30	5368	PRJNA281410	SAMN03856947
Escherichia coli  	strain: SEC470	562	ASM98787v1	GCF_000987875.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5153435	5153435	2015-05-04	5089	PRJNA244370	SAMN03576594
Escherichia coli  	strain: SQ37	562	ASM98835v1	GCF_000988355.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4633461	4633461	2015-05-06	4497	PRJNA241498	SAMN03276545
Escherichia coli  	strain: SQ88	562	ASM98838v1	GCF_000988385.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4610881	4610881	2015-05-06	4475	PRJNA241498	SAMN03276546
Escherichia coli  	strain: SQ110	562	ASM98842v1	GCF_000988425.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4605135	4605135	2015-05-06	4469	PRJNA241498	SAMN03276543
Escherichia coli  	strain: SQ2203	562	ASM98846v1	GCF_000988465.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4605301	4605301	2015-05-06	4471	PRJNA241498	SAMN03276542
Escherichia coli  	strain: CFSAN029787	562	ASM100791v1	GCF_001007915.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4947515	5288947	2015-05-15	5266	PRJNA243331	SAMN03612246
Escherichia coli  	strain: K-12 substr. GM4792	83333	ASM102094v2	GCF_001020945.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4622342	4622342	2015-10-20	4476	PRJNA224130	SAMN02404591
Escherichia coli  	strain: K-12 substr. GM4792	83333	ASM102100v2	GCF_001021005.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4621656	4621656	2015-10-20	4479	PRJNA224131	SAMN02404590
Escherichia coli  	strain: NMEC O18	562	ASM102159v1	GCF_001021595.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5002781	5002781	2015-06-08	4863	PRJNA239361	SAMN02666437
Escherichia coli  	strain: APEC O18	1401688	APECO18	GCF_001021615.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5006568	5006568	2015-06-08	4876	PRJNA219414	SAMN03761813
Escherichia coli  	strain: APEC O2-211	1954351	ASM102163v2	GCF_001021635.2	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5114241	5318341	2018-07-25	5213	PRJNA219410	SAMN03761814
Escherichia coli  	strain: PCN061	1358422	ASM102912v1	GCF_001029125.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4603777	4901825	2015-06-17	4840	PRJNA211971	SAMN03765122
Escherichia coli  	strain: C43(DE3)	562	ASM103941v1	GCF_001039415.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4501450	4501450	2015-06-25	4382	PRJNA275043	SAMN03761398
Escherichia coli  	"isolate: K-12, strain: NCM3722"	562	ASM104321v1	GCF_001043215.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4678046	4745591	2015-06-30	4645	PRJNA284094	SAMN03659038
Escherichia coli  	strain: ACN001	1311757	ASM105113v1	GCF_001051135.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4936576	4936576	2015-07-09	4782	PRJNA194515	SAMN03852615
Escherichia coli  	strain: DH1Ec095	562	ASM118364v1	GCF_001183645.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4614223	4614223	2015-07-21	4461	PRJNA290012	SAMN03861948
Escherichia coli  	strain: DH1Ec104	562	ASM118366v1	GCF_001183665.1	RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4612363	4612363	2015-07-21	4460	PRJNA290012	SAMN03863255
